id,regel,modul,severity,location,titel,problem,vorschlag,verifikation,verifikationsart
107,routing,CRM – Leads & Kunden,hoch,"routes/web.php:808,837,1119,1120,1121,1122",Destruktive GET-Routen: Löschen/Junk per HTTP-GET auslösbar,"Mehrere destruktive Aktionen sind per GET erreichbar: GET /new_lead_delete/{id} ruft destroy() auf (L808), GET /lead_junk/{id} ruft junk() auf (L837), GET /delete_lead_responsible/{id} (L1119), GET /delete_lead_product/{id} (L1120), GET /delete_lead_alternative/{id} (L1121), GET /junk_lead_alternative/{id} (L1122). GET-Anfragen werden von Browsern vorabgecacht, in Proxy-Logs gespeichert, per Link-Prefetching automatisch ausgelöst und sind CSRF-offen. Zugleich existieren parallele POST-Routen mit demselben URI (z.B. POST /new_lead_delete/{id} auf L796, POST /lead_junk/{id} auf L797) – doppelte Endpunkte mit verschiedenen Verben/Actions.",GET-Routen für destruktive Aktionen entfernen. Nur POST/DELETE mit @csrf-Token verwenden. Formulare in Views entsprechend anpassen (method_field). Die Legacy-GET-Routen können als @deprecated mit 301-Redirect auf eine Fehlerseite vorübergehend belassen werden.,"Alle gemeldeten Stellen existieren exakt wie beschrieben: L808 `Route::get('/new_lead_delete/{id}', [NewLeadsController::class, 'destroy'])`, L837 `Route::get('/lead_junk/{id}', [NewLeadsController::class, 'junk'])`, L1119-1122 `Route::get('/delete_lead_responsible/{id}', ...)`, `/delete_lead_product/{id}`, `/delete_lead_alternative/{id}`, `/junk_lead_alternative/{id}` – alles destruktive Aktionen per HTTP-GET. Gleichzeitig existieren auf L796-797 parallele POST-Routen für dieselben URIs mit anderen Actions (destroyWithReason, junk), was die doppelte Endpunkt-Problematik bestätigt. Es handelt sich um keine Konvention, da dasselbe Projekt an vielen Stellen korrekt DELETE/POST verwendet (z.B. L811, L816, L1118). Schweregrad „hoch"" ist angemessen, da CSRF-Schutz umgangen wird und Browser/Proxies GET-Requests automatisch auslösen können.",statisch
108,routing,CRM – Partner,hoch,"routes/web.php:2492,2493,2520,2527,2559,2560,2561","Destruktive Aktionen (destroy, publish) über GET-Requests erreichbar","brand.destroy (/brand/destroy/{id}), brand.publish, external_destroy, external_department_delete, distributor_destroy und distributor_publish/unpublish sind als GET-Routen definiert. GET-Requests dürfen gemäß HTTP-Standard keine Seiteneffekte haben. Browser-Prefetch, Crawler oder CSRF-ungeschützte Links können Datensätze unbeabsichtigt löschen oder veröffentlichen. In brand.blade.php (Zeile 809) ist die destroy-Aktion als einfacher <a href>-Link implementiert.","Destruktive Aktionen auf POST/DELETE umstellen, mit @csrf und entsprechenden Form-Wrappern oder JavaScript-fetch mit CSRF-Token versehen.","Die GET-Routen für destruktive Aktionen existieren exakt an den genannten Stellen (routes/web.php:2492, 2493, 2520, 2527, 2559-2561), und brand.blade.php:809 zeigt tatsächlich ein einfaches `<a href=""{{ route('brand.destroy', $item->id) }}"">` ohne Form-Wrapper oder CSRF-Schutz. Es handelt sich nicht um eine bewusste Projektkonvention, denn die neueren Distributor-Routen (Zeilen 2536-2539) verwenden bereits korrekt `Route::delete` und `Route::post`, was die Inkonsistenz als technische Schuld ausweist.",statisch
109,routing,Vertrieb – Aufträge & Rechnungen,hoch,routes/web.php:4225–4235,Destruktive Deal-Aktionen über GET-Routen,"deal_junk/{id}, deal_unjunk/{id}, deal_delete/{id} und deal_restore/{id} sind als Route::get() definiert. Damit können Aufträge durch ein einfaches Link-Klick (oder CSRF-losen Browser-Request) gelöscht, als Junk markiert oder wiederhergestellt werden. GET darf laut HTTP-Standard keinen State ändern.",Auf Route::patch/delete umstellen. Im Frontend per Form+CSRF oder per AJAX-DELETE/-PATCH Request aufrufen. Alternativ die bestehenden bulk-action POST-Endpunkte nutzen.,"Die Routen existieren exakt an den gemeldeten Zeilen (4225–4235) in /Users/yamanuri/Documents/ticket/routes/web.php: deal_junk/{id}, deal_unjunk/{id}, deal_delete/{id} und deal_restore/{id} sind allesamt als Route::get() definiert, obwohl sie serverseitigen Zustand verändern (Löschen, Junk-Markierung, Wiederherstellung). Die umliegenden mutierenden Routen (z. B. deal.status.update, deal.bulk.action) nutzen korrekt Route::post(), was zeigt, dass dies keine bewusste Projekt-Konvention ist. Severity ""hoch"" ist angemessen, da ein einfacher Link-Aufruf – ohne CSRF-Token – destruktive Aktionen auslösen kann.",statisch
110,routing,Projekte & Planer,hoch,routes/web.php:3869,"DELETE-Operationen über GET-Routen (CSRF-umgehend, Crawler-gefährdet)","Mindestens drei Lösch-/Restore-Aktionen im Modul sind als GET registriert: `GET /appointments/destroy/{id}` (Z. 3869), `GET /personal_task_delete/{id}` (Z. 3635, web.php), `GET /personal_task_restore/{id}`. GET-Anfragen sind nicht CSRF-geschützt, können von Web-Crawlern, Browser-Prefetch oder eingebetteten Bildern (`<img src=""/appointments/destroy/5"">`) ausgelöst werden und vernichten Daten ohne Nutzerinteraktion.",Alle Lösch-Routen auf `Route::delete(...)` umstellen. Im Frontend Formulare mit `@method('DELETE')` oder explizite Ajax-DELETE-Requests verwenden. Die alten GET-Routen können mit einer Weiterleitung auf eine Fehlerseite ersetzt werden.,"Die beanstandeten Routen existieren exakt an den genannten Stellen: `Route::get('/appointments/destroy/{id}', ...)` in Zeile 3869 und `Route::get('/personal_task_delete/{id}', ...)` in Zeile 3635 sowie `Route::get('/personal_task_restore/{id}', ...)` in Zeile 3636. Das Muster ist keine bewusste Konvention, sondern ein projektweites Anti-Pattern mit über 30 weiteren GET-Destroy-Routen (z.B. `/user_destroy/{id}`, `/emp_destroy/{id}`, `/product_destroy/{id}`), während parallel korrekte `Route::delete(...)` für denselben Ressourcentyp existieren (z.B. Z. 3870 `Route::delete('calendar/appointments/destroy/{id}', ...)`). Der Schweregrad ""hoch"" ist angemessen, da GET-Routen weder CSRF-Schutz genießen noch durch Laravel-Middleware geschützt werden können und durch Browser-Prefetch oder eingebettete URLs ohne Nutzerinteraktion Daten vernichten können.",statisch
111,routing,Support – Tickets,hoch,"routes/web.php:1911,1917,1919,1935",Zustandsändernde Aktionen per GET-Request,"Vier Routen, die Datenbankzustand verändern, sind als GET definiert: problem_destroy/{id} (löscht), problem_open/{id} (Status-Wechsel), problem_progress/{id} (Status-Wechsel) und ticket/kanban/update/{ticket_id}/{stage} (Status-Wechsel). GET-Requests dürfen nach HTTP-Standard keine Seiteneffekte haben. Dadurch können Browser-Prefetch, Link-Crawler oder eingebettete Bilder (img src) versehentlich Datensätze löschen oder Statusänderungen auslösen. CSRF-Schutz greift bei GET nicht.","problem_destroy auf DELETE, problem_open/problem_progress auf PATCH/POST, ticket/kanban/update auf PATCH umstellen. Im Frontend statt einfachem Link ein Mini-Formular oder AJAX mit korrektem HTTP-Verb verwenden.","Alle vier Routen existieren exakt an den genannten Zeilennummern in /Users/yamanuri/Documents/ticket/routes/web.php und sind als GET definiert. Der Controller-Code belegt eindeutig zustandsändernde Operationen: `destroy()` ruft `$data->delete()` auf (Zeile 521), `open()` und `progress()` rufen `setTicketStatus()` auf (Zeilen 636/641), und `updateStage()` schreibt den Status in die Datenbank (Zeile 1443ff.). Kein Hinweis auf eine bewusste Projekt-Konvention — das ist schlicht eine Fehlumsetzung. Schweregrad ""hoch"" ist angemessen, da insbesondere die DELETE-via-GET-Route ohne CSRF-Schutz durch einen simplen img-src-Aufruf oder Browser-Prefetch Datensätze unwiederbringlich löschen kann.",statisch
112,routing,Lager,hoch,routes/web.php:2654,GET-Route für Datensatz-Löschen (asset_installment_destroy),"Route::get('asset_installment_destroy/{id}', ...) löscht Ratenzahlungs-Datensätze per GET-Request. Das erlaubt CSRF-freies Löschen durch einfache Link-Aufrufe (Browser-Prefetch, E-Mail-Verlinkung etc.).",Auf Route::delete(...) umstellen und im Blade einen DELETE-Request (z.B. via Form-Methode-Spoofing @method('DELETE')) verwenden.,"Die Route `Route::get('asset_installment_destroy/{id}', ...)` existiert exakt an routes/web.php:2654 und loest tatsaechlich Datensaetze per GET-Request ohne CSRF-Schutz. Das Muster ist projektweite Konvention (30+ analoge GET-Destroy-Routen im gesamten Projekt), was die Sicherheitsluecke nicht mindert, sondern ihre Reichweite noch vergroessert — CSRF-freies Loeschen per einfachem Link-Aufruf ist in allen Modulen moeglich.",statisch
113,routing,Finanzen,hoch,"routes/web.php:728,751,758,765",DELETE-Operationen über GET-Verben (CSRF-Bypass),"Alle Lösch-Routen im Branch-Expense-Modul (BranchExpense, BranchRent, BranchInsurance, OtherCost) sind als GET registriert (z.B. /branch_expense_delete/{branchExpense}). Ein einfacher Link reicht aus, um Datensätze zu löschen – auch per versehentlichem Bot-Aufruf oder CSRF-via-GET. HTTP-Semantik verbietet Zustandsänderungen über GET.",Routen auf DELETE umstellen (Route::delete). Im Frontend statt direktem Link ein Mini-Formular mit @csrf und @method('DELETE') oder einen AJAX-DELETE-Call verwenden.,"Die vier Lösch-Routen existieren genau an den genannten Zeilen (728, 751, 758, 765) in /Users/yamanuri/Documents/ticket/routes/web.php und sind alle als Route::get(...destroy) mit /delete-Suffix registriert. Da store- und update-Operationen im selben Modul korrekt als Route::post geführt werden, handelt es sich um keinen bewussten Projektstil, sondern um einen echten Fehler: Datensätze können per einfachem GET-Link ohne CSRF-Schutz gelöscht werden.",statisch
114,routing,Admin & System,hoch,"routes/web.php:2182, 2190, 2199, 684","Destruktive User- und Branch-Aktionen über GET-Routen (CSRF-Bypass, Bookmarkable Deletes)","Route::get('/user_destroy/{id}'), Route::get('/admin_destroy/{id}'), Route::get('/limit_destroy/{id}') und Route::get('/branch_destroy/{id}') löschen Datensätze per HTTP-GET. GET-Requests unterliegen keinem CSRF-Schutz (Laravels VerifyCsrfToken greift nur bei POST/PUT/PATCH/DELETE). Ein eingebettetes <img src=""/admin_destroy/1""> auf einer externen Seite löscht den Benutzer, sobald ein angemeldeter Admin sie aufruft. Zusätzlich: GET-Löschen verstößt gegen REST und kann von Bots/Prefetchern ausgelöst werden.","Alle destroy-Routen auf DELETE-Methode umstellen; in den Views form method=""POST"" mit @method('DELETE') und @csrf verwenden.","Alle vier genannten GET-Löschrouten existieren genau an den angegebenen Stellen: /routes/web.php:2182 (user_destroy), 2190 (admin_destroy), 2199 (limit_destroy) und 684 (branch_destroy). Besonders gravierend: branch_destroy (Zeile 684) liegt in einer Gruppe mit nur `['middleware' => 'web']` ohne `auth`-Middleware, ist also ohne Anmeldung aufrufbar. Die anderen drei sind zwar hinter `auth`, aber GET-Requests unterliegen trotzdem keinem CSRF-Schutz in Laravel, womit der beschriebene CSRF-via-img-Tag-Angriff real ist. Severity ""hoch"" ist angemessen; für branch_destroy wäre sogar ""kritisch"" vertretbar.",statisch
115,routing,Querschnitt,hoch,routes/web.php:602 und routes/web.php:3969,Doppelter Auth::routes()-Aufruf erzeugt mehrfach registrierte Login-/Auth-Routen,"Auth::routes() wird an zwei verschiedenen Stellen aufgerufen. Laravel überschreibt dabei zwar bestehende gleichnamige Routen, jedoch kann das Routing-Caching zu unvorhersehbarem Verhalten führen. Außerdem bleibt /register in beiden Fällen öffentlich zugänglich (für B2B-interne Anwendungen meist unerwünscht).","Einen der beiden Auth::routes()-Aufrufe entfernen. Die /register-Route explizit deaktivieren: Auth::routes(['register' => false]), sofern die App keine Selbstregistrierung vorsieht.","Beide Auth::routes()-Aufrufe existieren exakt an den gemeldeten Stellen (Zeile 602 und 3969 in /Users/yamanuri/Documents/ticket/routes/web.php) und sind beide ohne jegliche Optionen (kein ['register' => false]). Es gibt keinen Hinweis auf eine bewusste Projekt-Konvention; der zweite Aufruf taucht isoliert zwischen einer Route-Cache-Hilfsfunktion und normalen Admin-Routen auf, was auf ein versehentliches Duplikat hindeutet. Der Schweregrad ""hoch"" ist angemessen, da Route-Caching in Laravel bei doppelt registrierten gleichnamigen Routen zu unvorhersehbarem Verhalten führen kann.",statisch
116,routing,Querschnitt,hoch,routes/api.php:206-220,api/secure/master-sets fehlt Authentifizierungsmiddleware — nur Throttle,"Die als 'secure' bezeichneten Routen GET /api/secure/master-sets und GET /api/secure/master-sets-debug sind ausschließlich mit throttle:60,1 geschützt, aber ohne auth:sanctum oder vergleichbare Middleware. Der Name 'secure' suggeriert einen beabsichtigten Schutz, der tatsächlich fehlt. /master-sets-debug-Endpunkte können besonders sensible interne Daten preisgeben.","->middleware(['auth:sanctum', 'throttle:60,1']) zu beiden Routengruppen hinzufügen. Den debug-Endpunkt nur in Nicht-Produktionsumgebungen aktivieren.","In /Users/yamanuri/Documents/ticket/routes/api.php, Zeilen 206-220, sind beide Routen (GET /api/secure/master-sets und GET /api/secure/master-sets-debug) ausschliesslich mit ->middleware('throttle:60,1') gesichert und befinden sich in keiner umschliessenden auth:sanctum-Gruppe — anders als z.B. die /user-Route auf Zeile 40. Der Name 'secure' ist damit irreführend und das Fehlen jeder Authentifizierung ist ein reales Sicherheitsproblem, insbesondere beim debug-Endpunkt.",statisch
117,routing,Querschnitt,hoch,routes/api.php:54-58,GET /api/lead-name-suggestions und /api/lead-lastname-suggestions ohne Authentifizierung,"Beide Endpunkte führen unbeschränkte LIKE-Queries auf der NewLeads-Tabelle aus (customer names, lastnames) und sind für jeden ohne Token erreichbar. Das ermöglicht Customer-Enumeration über die öffentliche API.","->middleware('auth:sanctum') hinzufügen, analog zu den anderen API-Routen in derselben Datei.","Die Routen in routes/api.php:54-58 existieren genau wie beschrieben ohne jedes Middleware, und die Controller-Methoden (NewLeadsController.php:5121, 5130) führen ungefilterte LIKE-Queries (`""%{$query}%""`) auf Kundennamen/-nachnamen aus und geben diese als JSON zurück. Alle anderen sensiblen API-Routen in derselben Datei sind mit `auth:sanctum` geschützt; diese beiden Endpunkte sind eine klare, nicht begründete Ausnahme, die Customer-Enumeration ohne Token ermöglicht.",dynamisch — FALSE POSITIVE (401 Unauthenticated)
118,routing,Querschnitt,hoch,routes/web.php:666-667,Kollidierende Route-Namen: 'fusion.webhook.ajax' zweimal mit verschiedenen Controllern,"POST /fusion/webhook/ajax ist auf zwei aufeinanderfolgende Zeilen mit demselben Route-Namen, aber verschiedenen Controllern registriert (FusionFormSubmissionController@webhookAjax und FusionWebhookController@handleAjax). Laravel verwendet immer die zuletzt registrierte, sodass der erste Controller-Call nie ausgeführt wird. Dies führt zu stillschweigendem Funktionsverlust.","Dopplung auflösen: entweder beide Endpunkte mit unterschiedlichen Namen und URIs versehen, oder die Logik in einem einzelnen Controller zusammenführen.","Zeilen 666-667 in /Users/yamanuri/Documents/ticket/routes/web.php enthalten exakt die beschriebene Kollision: `Route::post('/fusion/webhook/ajax', ...)` wird zweimal mit identischem Namen `fusion.webhook.ajax` registriert, einmal mit `FusionFormSubmissionController@webhookAjax` und direkt danach mit `FusionWebhookController@handleAjax`. Laravel loest Namens- und URI-Konflikte durch Uberschreiben auf, sodass der erste Controller-Aufruf nie stattfindet. Der Schweregrad ""hoch"" ist angemessen, da es sich um stillschweigenden Funktionsverlust handelt.",statisch
119,routing,Querschnitt,hoch,routes/web.php:691 und routes/web.php:703,Kollidierende Route-Namen: 'branch.address.update' für zwei verschiedene Routen,POST /branch_address_update (BranchController@addressUpdate) und POST /branch_address_update (BranchAddressController@update) haben denselben Route-Namen. Die zweite Registrierung überschreibt die erste.,Routen umbenennen: branch.address.update.main und branch.address.update oder in eine einzige Methode konsolidieren.,"Beide Routen existieren exakt wie gemeldet: Zeile 691 registriert `POST /branch_address_update` mit Name `branch.address.update` auf `BranchController@addressUpdate`, Zeile 703 registriert dieselbe URL und denselben Namen auf `BranchAddressController@update`. Da Laravel die zweite Registrierung als Override behandelt, ist `BranchController@addressUpdate` weder per URL noch per `route('branch.address.update')` erreichbar – ein echter, stiller Funktionsverlust. Schweregrad ""hoch"" ist angemessen.",statisch
120,routing,Querschnitt,hoch,"routes/web.php:684 (branch_destroy), 808 (new_lead_delete), 837 (lead_junk), 1120 (delete_lead_product), 4231 (deal_delete), u.v.m.",GET-Routen für destruktive Aktionen: >73 GET-Routen führen Delete/Destroy/Junk/Activate aus,"Über 73 Routen verwenden HTTP GET für destruktive oder zustandsändernde Aktionen (destroy, delete, junk, unjunk, active, deactive, approve, publish, unpublish). GET-Requests werden vom Browser prefetched, von Proxies gecacht und in Logs gespeichert. Ein einfacher Link-Aufruf oder das Crawlen der App würde Daten löschen oder Status verändern.","Destruktive Aktionen (destroy, delete, junk) auf DELETE umstellen. Zustandsänderungen (active/deactive, publish/unpublish) auf PATCH/POST umstellen. Blade-Templates und JS-Aufrufe entsprechend mit Formularen oder fetch-Requests anpassen.","Alle genannten Stellen existieren exakt wie beschrieben: z.B. Zeile 684 `Route::get('/branch_destroy/{id}', [...'destroy'])`, Zeile 808 `Route::get('/new_lead_delete/{id}', [...'destroy'])`, Zeile 837 `Route::get('/lead_junk/{id}', [...'junk'])`, Zeile 1120 `Route::get('/delete_lead_product/{id}', [...'delete_product'])`, Zeile 4231 `Route::get('deal_delete/{id}', [...'destroy'])`. Ein Grep zeigt sogar 115 solcher GET-Routen (nicht nur 73), die destruktive oder zustandsandernde Aktionen ausfuhren - das Problem ist real, systemisch und kein Einzelfall.",statisch
121,routing,Querschnitt,hoch,routes/web.php:1935,GET /ticket/kanban/update/{ticket_id}/{stage} ändert Ticket-Status via GET,"Die Route GET ticket/kanban/update/{ticket_id}/{stage} ruft ProblemController@updateStage auf. Eine Statusänderung per GET ist semantisch falsch, CSRF-ungeschützt (GET hat keinen CSRF-Token) und anfällig für Browser-Prefetch oder Cross-Site-Request.",Auf PATCH /ticket/kanban/{ticket_id}/stage umstellen und CSRF-Schutz sicherstellen.,"Die Route existiert exakt an routes/web.php:1935 als GET mit zwei URL-Parametern und ruft denselben `updateStage`-Handler auf, der in ProblemController.php:1476 ff. tatsächlich `$ticket->status` setzt und speichert — eine echte Statusänderung per GET. Daneben existiert an Zeile 1931 bereits eine korrekte POST-Route `/tickets/{ticket_id}/status` für denselben Zweck, was zeigt, dass die GET-Route keine bewusste Konvention ist, sondern ein Duplikat mit falscher HTTP-Methode. Der Schweregrad ""hoch"" ist angemessen, da GET-Anfragen von Proxies gecacht, von Browsern vorgefetcht und ohne CSRF-Token ausgeführt werden können.",statisch
122,routing,Querschnitt,hoch,routes/web.php:2192-2193,GET /make_admin/{id} und GET /make_limit/{id} sind privilege-escalation-fähige GET-Routen,"Beide Routen ändern User-Privilegien (Admin-Status, Limit-Status) über HTTP GET. Zwar in einer auth-Gruppe, aber ohne CSRF-Token und nicht gegen CSRF-Angriffe via IMG-Tags oder Links gesichert.","Auf POST oder PATCH umstellen und explizit admin-only-Gate hinzufügen: Route::post('/users/{user}/make-admin', ...) mit Gate::authorize('admin').","Die Routen `GET /make_admin/{id}` (Zeile 2193) und `GET /make_limit/{id}` (Zeile 2192) existieren exakt wie beschrieben in `/Users/yamanuri/Documents/ticket/routes/web.php` und sind nur durch `['web', 'auth']`-Middleware geschützt — kein Admin-Gate, kein CSRF-Schutz. Die Controller-Methoden `make_admin` und `make_limit` in `/Users/yamanuri/Documents/ticket/app/Http/Controllers/User/UserController.php` (Zeilen 482 bzw. 468) setzen direkt `$user->is_admin = 1` bzw. `= 2` ohne weitere Autorisierungsprüfung, was Privilege-Escalation via CSRF-Angriff (z.B. `<img src=""/make_admin/1"">`) durch jeden authentifizierten Nutzer ermöglicht.",statisch — FALSE POSITIVE (Konstruktor-auth)
123,routing,Querschnitt,hoch,routes/web.php:4514-4515,GET /dispatch-chat-jobs und /chat-jobs ohne Authentifizierung,Beide Routen (dispatch-chat-jobs/{startId}/{endId}/{chunkSize?} und chat-jobs/{startId}/{endId}/{chunkSize?}) stehen außerhalb jeder Middleware-Gruppe. Sie dispatchen Queue-Jobs und könnten für DoS-Angriffe oder unerwünschte Datenbankoperationen missbraucht werden.,"In eine auth-Gruppe verschieben oder durch ein API-Secret sichern. Wenn nur intern, Route entfernen und direkt per Artisan/Scheduler aufrufen.","Die Routen existieren exakt an den genannten Zeilen 4514-4515 in /Users/yamanuri/Documents/ticket/routes/web.php und stehen bewusst außerhalb jeder Middleware-Gruppe: Direkt davor (Zeile 4511-4513) befindet sich eine explizite `auth`-Gruppe für den Chat-Index, was zeigt, dass der Entwickler Middleware-Gruppen kennt, die beiden dispatch-Routen aber absichtlich oder versehentlich ungeschützt gelassen hat. Zusätzlich ist auch Zeile 4519 (`/run-backfill-phase-sections`) ebenfalls ungesichert, was auf ein Muster hinweist. Der Schweregrad ""hoch"" ist angemessen, da öffentlich erreichbare Job-Dispatch-Endpunkte mit beliebigen `startId`/`endId`-Parametern für DoS-Angriffe oder unkontrollierte Datenbankoperationen missbraucht werden können.",statisch
124,routing,Querschnitt,hoch,routes/web.php:4519,GET /run-backfill-phase-sections führt Artisan-Befehl ohne Auth aus,Route ruft Artisan::call('backfill:phase-sections') ohne jegliche Middleware auf. Damit kann jeder anonyme Benutzer einen potenziell ressourcenintensiven Backfill-Job triggern.,Route entfernen (einmalige Migrations sollten über Artisan direkt laufen) oder in eine auth+admin-Gruppe verschieben.,"Die Route existiert exakt an routes/web.php:4519 und ruft `Artisan::call('backfill:phase-sections')` ohne jede Middleware auf — kein `auth`, kein Admin-Guard, keine IP-Beschränkung. Der Schweregrad ""hoch"" ist angemessen, da jeder anonyme HTTP-Request den ressourcenintensiven Backfill-Job auslösen kann.",statisch
125,workflow,Dashboard & Berichte,hoch,app/Http/Controllers/Report/OverdueCenterController.php:114-136,recentReportsEmployeeSummary führt 5 separate DB-Queries pro Mitarbeiter aus (N+1),"Für jeden aktiven Mitarbeiter werden 5 count-Queries aufgerufen (remainingTicketCount, remainingTaskCount, remainingLeadCount, remainingInquiryCount, remainingAppointmentCount). Bei 50 Mitarbeitern = 250 DB-Queries pro Request. Kein Caching, keine Batch-Aggregation.",Alle 5 Counts per Mitarbeiter in einer einzigen SQL-Abfrage mit bedingten SUMs/COUNT+GROUP BY employee_id aggregieren. Alternativ Ergebnis in Cache (z.B. 5 Minuten) ablegen.,"Die Stelle existiert exakt wie beschrieben: In `/app/Http/Controllers/Report/OverdueCenterController.php` Zeilen 114-136 iteriert `$employees->map(...)` über alle aktiven Mitarbeiter und ruft pro Iteration 5 separate private Methoden auf (remainingTicketCountForEmployee, remainingTaskCountForEmployee, remainingLeadCountForEmployee, remainingInquiryCountForEmployee, remainingAppointmentCountForEmployee), die jeweils einen eigenen `DB::table(...)->count()`-Query absetzen (verifiziert ab Zeile 4380 ff.). Es gibt kein Caching, keine Batch-Aggregation und keine Eager-Loading-Alternative. Schweregrad ""hoch"" ist angemessen, da bei realistischen Mitarbeiterzahlen (50+) 250+ Queries pro Request entstehen.",statisch
126,workflow,Vertrieb – Angebote,hoch,app/Http/Controllers/Customer/Offer/OfferController.php:574-618,data()-Endpunkt lädt ALLE Angebote ohne Pagination und triggert syncOfferLeadProducts() bei jedem Aufruf,"GET /admin/offers/data ruft zuerst syncOfferLeadProducts() auf (vollständiger Tabellenscan auf lead_product_lists, schreibt dabei neue Angebote in einer Loop), dann lädt Offer::query()->with([...8 Relations...])->latest()->get() alle Angebote ohne Limit. Anschließend wird für jedes Angebot resolveOfferIndexDetailPayload() aufgerufen (mehrere Queries je Angebot = N+1). Bei 100 Angeboten entstehen 300+ Queries pro Seitenaufruf.",syncOfferLeadProducts() in einen Queue-Job auslagern (stündlich per Scheduler). data()-Endpunkt auf paginate(50) umstellen. resolveOfferIndexDetailPayload() durch eine einzige Batch-Query (whereIn + groupBy) ersetzen.,"Die Stelle ist exakt wie beschrieben: Zeile 579 ruft syncOfferLeadProducts() auf, das in einer foreach-Schleife einen vollständigen Tabellenscan auf lead_product_lists durchführt und für jede Zeile ein Offer::withTrashed()->exists()-Query absetzt (N Queries); Zeile 581–593 lädt anschließend alle Angebote ohne Limit via ->get() mit 8 eager-loaded Relations; Zeile 750 in appendOfferIndexTotalDataToOffers() ruft resolveOfferIndexDetailPayload() in einer foreach-Schleife pro Angebot auf, das wiederum mindestens ein OfferFolder::query()->where('offer_id', ...)->get() pro Angebot absetzt — klassisches N+1-Muster. Keine Pagination, kein Queue-Job, keine Batch-Query vorhanden; der Schweregrad ""hoch"" ist angemessen.",statisch
127,workflow,Vertrieb – Aufträge & Rechnungen,hoch,resources/views/admin/deal/customer_view.blade.php:2417–2478,N+1-Queries in Blade-View: bis zu 7 DB-Abfragen pro Listeneintrag,"Im @forelse($data as $item)-Loop der Listenansicht werden pro Zeile mindestens 5–7 unkontrollierte DB::table()-Abfragen ausgeführt: employees für checked_by, employees für reviewer_id, offers per offer_id, offers per customer/product/alternative als Fallback, offer_details, user_rolls für canUpdateCustomer, user_rolls für canDeleteCustomer. Bei 19 Einträgen (paginate(19)) entstehen bis zu 133 zusätzliche Queries pro Seitenaufruf.",Permission-Checks (user_rolls) einmalig vor dem Loop auflösen und als Variablen übergeben. employees für checked_by/reviewer_id per whereIn-Query vorab laden und als Map bereitstellen. Offer/OfferDetail-Lookups in den Controller verlagern und per WITH oder JOIN in die baseDealQuery() integrieren.,"Der Code existiert exakt wie beschrieben: Ab Zeile 2398 öffnet @forelse($data as $item), und innerhalb des Loops werden auf den Zeilen 2417–2478 sieben separate DB::table()-Abfragen pro Iteration ausgeführt – darunter zwei identische user_rolls-Queries (canUpdateCustomer/canDeleteCustomer) die pro Seitenaufruf unveränderliche Ergebnisse für denselben Auth-User liefern und dennoch 2×19=38 redundante Queries erzeugen. Der Befund ist real, keine Konvention, und der Schweregrad ""hoch"" ist angemessen.",statisch
128,workflow,Projekte & Planer,hoch,app/Http/Controllers/Task/GeneralTaskController.php:79,GeneralTask-Index lädt alle Aufgaben inkl. 10 Eager-Relations ohne Pagination,"`$tasks = $this->applyPriorityOrdering($query)->get()` (Z. 79) lädt alle sichtbaren Aufgaben eines Mitarbeiters in einem Request. Das `taskRelations()`-Array hat 10 Relationen (`department`, `claimedBy`, `assignees`, `reports.employee`, `steps.assignees`, `steps.checkedBy`, `dependsOn.assignees`, `blockingTasks.assignees`, `dependencyParents.assignees`, `dependencyChildren.assignees`). Bei wachsender Datenmenge (hunderte Aufgaben) führt das zu massiven Speicher- und Query-Problemen. Zusätzlich werden alle archivierten Aufgaben separat mit `->get()` geladen (Z. 91).","Pagination einführen (`->paginate(50)`). Für Board-/Kanban-Ansichten separate AJAX-Endpoints mit Lazy-Loading der Relationen anbieten. Schwergewichtige Relationen (`reports.employee`, `dependsOn.assignees`) nur auf Detailseiten laden.","Die Stelle existiert exakt wie beschrieben: Z. 79 ruft `$this->applyPriorityOrdering($query)->get()` ohne Pagination auf, und `taskRelations()` (Z. 1023–1037) definiert genau 10 Eager-Relations inkl. tief verschachtelter Pfade (`reports.employee`, `dependsOn.assignees`, `blockingTasks.assignees` usw.). Z. 91 lädt zusätzlich alle archivierten Tasks ebenfalls ungepaginiert mit denselben 10 Relationen. Es gibt keinerlei Projekt-Konvention, die dieses Verhalten rechtfertigen würde; der Schweregrad ""hoch"" ist angemessen.",statisch
