id,regel,modul,severity,status,location,titel,problem,vorschlag,confidence
109,routing,Dashboard & Berichte,hoch,bestätigt,"routes/web.php:637,642",Doppelte POST-Route für reportStore unter zwei verschiedenen URIs und Namen,"admin/overdue-center/reports (POST, Name: overdue.reports.store) und admin/overdue-center/report-store (POST, Name: overdue-center.report.store) zeigen auf dieselbe Methode OverdueCenterController@reportStore. Diese Redundanz führt zu inkonsistenter Nutzung im Frontend, erschwerter Wartung und Verwirrung beim Debugging.",Einen der beiden Einträge (vorzugsweise report-store als veraltetes Muster) entfernen und alle Frontend-Aufrufe auf die eine Route admin/overdue-center/reports zeigen lassen.,hoch
110,routing,CRM – Kommunikation,hoch,bestätigt,routes/web.php:1380-1381,toggle-status und testConnection für E-Mail-Konten ohne Auth-Middleware,"Route::post('/admin/lead-email-accounts/toggle-status/{id}') und Route::post('/admin/lead-email-accounts/test/{id}') liegen innerhalb eines Route::group(['middleware' => 'web'])-Blocks, aber explizit AUSSERHALB des inneren ['auth']-Blocks. Dadurch kann jeder nicht-eingeloggte Nutzer den Status eines E-Mail-Kontos umschalten oder eine IMAP-Verbindung auf fremde Server testen (SSRF-Risiko).",Beide Routen in den bestehenden prefix('admin')->middleware(['auth'])-Block (Zeile 1376) verschieben.,hoch
111,routing,CRM – Kommunikation,hoch,bestätigt,routes/web.php:3241-3243,"Destroy, Publish und Unpublish für E-Mail-Konfiguration über GET-Routen","Route::get('/email_configuration_destroy/{id}') löscht einen Datensatz, Route::get('/email_config_publish/{id}') und ::get('/email_config_unpublish/{id}') ändern den Status. GET-Requests dürfen keine Zustandsänderungen auslösen (HTTP-Standard). Diese URLs können von Browsern, Crawlern oder in <img>-Tags referenziert werden, was zu CSRF-artigen Angriffen und ungewollten Löschungen führt.","DELETE/POST verwenden und CSRF-Token prüfen: Route::delete('/email-configurations/{id}', …) mit CSRF-Schutz. GET-Routen für delete/publish entfernen.",hoch
112,routing,CRM – Anfragen,hoch,bestätigt,routes/web.php:666-667,Doppelt registrierte Route fusion.webhook.ajax (unterschiedliche Controller),"Dieselbe URI POST /fusion/webhook/ajax wird zweimal mit demselben Namen fusion.webhook.ajax registriert – einmal fuer FusionFormSubmissionController@webhookAjax, einmal fuer FusionWebhookController@handleAjax. Laravel verwendet immer die zuletzt registrierte Route; FusionFormSubmissionController@webhookAjax ist damit tot. Der handleAjax-Controller fuehrt hingegen gar keine Sync-Logik aus (count bleibt 0).","Einen der beiden Eintraege entfernen und sicherstellen, dass die korrekte Methode (webhookAjax mit der echten Importlogik) aktiv ist. Route umbenennen, falls beide benoetigt werden.",hoch
113,routing,CRM – Leads & Kunden,hoch,bestätigt,"routes/web.php:808,837,1119,1120,1121,1122",Destruktive GET-Routen: Löschen/Junk per HTTP-GET auslösbar,"Mehrere destruktive Aktionen sind per GET erreichbar: GET /new_lead_delete/{id} ruft destroy() auf (L808), GET /lead_junk/{id} ruft junk() auf (L837), GET /delete_lead_responsible/{id} (L1119), GET /delete_lead_product/{id} (L1120), GET /delete_lead_alternative/{id} (L1121), GET /junk_lead_alternative/{id} (L1122). GET-Anfragen werden von Browsern vorabgecacht, in Proxy-Logs gespeichert, per Link-Prefetching automatisch ausgelöst und sind CSRF-offen. Zugleich existieren parallele POST-Routen mit demselben URI (z.B. POST /new_lead_delete/{id} auf L796, POST /lead_junk/{id} auf L797) – doppelte Endpunkte mit verschiedenen Verben/Actions.",GET-Routen für destruktive Aktionen entfernen. Nur POST/DELETE mit @csrf-Token verwenden. Formulare in Views entsprechend anpassen (method_field). Die Legacy-GET-Routen können als @deprecated mit 301-Redirect auf eine Fehlerseite vorübergehend belassen werden.,hoch
114,routing,CRM – Partner,hoch,bestätigt,"routes/web.php:2492,2493,2520,2527,2559,2560,2561","Destruktive Aktionen (destroy, publish) über GET-Requests erreichbar","brand.destroy (/brand/destroy/{id}), brand.publish, external_destroy, external_department_delete, distributor_destroy und distributor_publish/unpublish sind als GET-Routen definiert. GET-Requests dürfen gemäß HTTP-Standard keine Seiteneffekte haben. Browser-Prefetch, Crawler oder CSRF-ungeschützte Links können Datensätze unbeabsichtigt löschen oder veröffentlichen. In brand.blade.php (Zeile 809) ist die destroy-Aktion als einfacher <a href>-Link implementiert.","Destruktive Aktionen auf POST/DELETE umstellen, mit @csrf und entsprechenden Form-Wrappern oder JavaScript-fetch mit CSRF-Token versehen.",hoch
115,routing,Vertrieb – Aufträge & Rechnungen,hoch,bestätigt,routes/web.php:4225–4235,Destruktive Deal-Aktionen über GET-Routen,"deal_junk/{id}, deal_unjunk/{id}, deal_delete/{id} und deal_restore/{id} sind als Route::get() definiert. Damit können Aufträge durch ein einfaches Link-Klick (oder CSRF-losen Browser-Request) gelöscht, als Junk markiert oder wiederhergestellt werden. GET darf laut HTTP-Standard keinen State ändern.",Auf Route::patch/delete umstellen. Im Frontend per Form+CSRF oder per AJAX-DELETE/-PATCH Request aufrufen. Alternativ die bestehenden bulk-action POST-Endpunkte nutzen.,hoch
116,routing,Projekte & Planer,hoch,bestätigt,routes/web.php:3869,"DELETE-Operationen über GET-Routen (CSRF-umgehend, Crawler-gefährdet)","Mindestens drei Lösch-/Restore-Aktionen im Modul sind als GET registriert: `GET /appointments/destroy/{id}` (Z. 3869), `GET /personal_task_delete/{id}` (Z. 3635, web.php), `GET /personal_task_restore/{id}`. GET-Anfragen sind nicht CSRF-geschützt, können von Web-Crawlern, Browser-Prefetch oder eingebetteten Bildern (`<img src=""/appointments/destroy/5"">`) ausgelöst werden und vernichten Daten ohne Nutzerinteraktion.",Alle Lösch-Routen auf `Route::delete(...)` umstellen. Im Frontend Formulare mit `@method('DELETE')` oder explizite Ajax-DELETE-Requests verwenden. Die alten GET-Routen können mit einer Weiterleitung auf eine Fehlerseite ersetzt werden.,hoch
117,routing,Support – Tickets,hoch,bestätigt,"routes/web.php:1911,1917,1919,1935",Zustandsändernde Aktionen per GET-Request,"Vier Routen, die Datenbankzustand verändern, sind als GET definiert: problem_destroy/{id} (löscht), problem_open/{id} (Status-Wechsel), problem_progress/{id} (Status-Wechsel) und ticket/kanban/update/{ticket_id}/{stage} (Status-Wechsel). GET-Requests dürfen nach HTTP-Standard keine Seiteneffekte haben. Dadurch können Browser-Prefetch, Link-Crawler oder eingebettete Bilder (img src) versehentlich Datensätze löschen oder Statusänderungen auslösen. CSRF-Schutz greift bei GET nicht.","problem_destroy auf DELETE, problem_open/problem_progress auf PATCH/POST, ticket/kanban/update auf PATCH umstellen. Im Frontend statt einfachem Link ein Mini-Formular oder AJAX mit korrektem HTTP-Verb verwenden.",hoch
118,routing,Personal / HR,hoch,nicht bestätigt,routes/web.php:1536,"Kern-Mitarbeiterverwaltung (emp_destroy, emp_save, emp_update) nur mit 'web'-Middleware, kein 'auth'","Route::group(['middleware' => 'web'], ...) an Zeile 1536 enthält emp_destroy/{id}, emp_save, emp_update, next_employee/{id} sowie employee_active/{id} und employee_deactive/{id}. Ohne 'auth'-Middleware ist kein Session-Login erforderlich. EmployeeController hat zwar __construct() mit $this->middleware('auth'), aber das greift nur, wenn Laravel die Klasse instanziiert — diese Controller-Middleware überschreibt nicht die fehlende Route-Middleware für Middleware-Gruppen-Mechanismen in komplexen Route-Gruppen und stellt ein Sicherheitsrisiko dar, das durch fehlende Route-Ebene 'auth' doppelt abgesichert sein muss.","Middleware-Gruppe auf ['web','auth'] ändern. Konsistenz mit den anderen HR-Blöcken (z.B. Zeile 1784) herstellen.",mittel
119,routing,Lager,hoch,bestätigt,routes/web.php:2654,GET-Route für Datensatz-Löschen (asset_installment_destroy),"Route::get('asset_installment_destroy/{id}', ...) löscht Ratenzahlungs-Datensätze per GET-Request. Das erlaubt CSRF-freies Löschen durch einfache Link-Aufrufe (Browser-Prefetch, E-Mail-Verlinkung etc.).",Auf Route::delete(...) umstellen und im Blade einen DELETE-Request (z.B. via Form-Methode-Spoofing @method('DELETE')) verwenden.,hoch
120,routing,Finanzen,hoch,bestätigt,"routes/web.php:728,751,758,765",DELETE-Operationen über GET-Verben (CSRF-Bypass),"Alle Lösch-Routen im Branch-Expense-Modul (BranchExpense, BranchRent, BranchInsurance, OtherCost) sind als GET registriert (z.B. /branch_expense_delete/{branchExpense}). Ein einfacher Link reicht aus, um Datensätze zu löschen – auch per versehentlichem Bot-Aufruf oder CSRF-via-GET. HTTP-Semantik verbietet Zustandsänderungen über GET.",Routen auf DELETE umstellen (Route::delete). Im Frontend statt direktem Link ein Mini-Formular mit @csrf und @method('DELETE') oder einen AJAX-DELETE-Call verwenden.,hoch
121,routing,Admin & System,hoch,bestätigt,"routes/web.php:2182, 2190, 2199, 684","Destruktive User- und Branch-Aktionen über GET-Routen (CSRF-Bypass, Bookmarkable Deletes)","Route::get('/user_destroy/{id}'), Route::get('/admin_destroy/{id}'), Route::get('/limit_destroy/{id}') und Route::get('/branch_destroy/{id}') löschen Datensätze per HTTP-GET. GET-Requests unterliegen keinem CSRF-Schutz (Laravels VerifyCsrfToken greift nur bei POST/PUT/PATCH/DELETE). Ein eingebettetes <img src=""/admin_destroy/1""> auf einer externen Seite löscht den Benutzer, sobald ein angemeldeter Admin sie aufruft. Zusätzlich: GET-Löschen verstößt gegen REST und kann von Bots/Prefetchern ausgelöst werden.","Alle destroy-Routen auf DELETE-Methode umstellen; in den Views form method=""POST"" mit @method('DELETE') und @csrf verwenden.",hoch
122,routing,Querschnitt,hoch,bestätigt,routes/web.php:602 und routes/web.php:3969,Doppelter Auth::routes()-Aufruf erzeugt mehrfach registrierte Login-/Auth-Routen,"Auth::routes() wird an zwei verschiedenen Stellen aufgerufen. Laravel überschreibt dabei zwar bestehende gleichnamige Routen, jedoch kann das Routing-Caching zu unvorhersehbarem Verhalten führen. Außerdem bleibt /register in beiden Fällen öffentlich zugänglich (für B2B-interne Anwendungen meist unerwünscht).","Einen der beiden Auth::routes()-Aufrufe entfernen. Die /register-Route explizit deaktivieren: Auth::routes(['register' => false]), sofern die App keine Selbstregistrierung vorsieht.",hoch
123,routing,Querschnitt,hoch,bestätigt,routes/api.php:206-220,api/secure/master-sets fehlt Authentifizierungsmiddleware — nur Throttle,"Die als 'secure' bezeichneten Routen GET /api/secure/master-sets und GET /api/secure/master-sets-debug sind ausschließlich mit throttle:60,1 geschützt, aber ohne auth:sanctum oder vergleichbare Middleware. Der Name 'secure' suggeriert einen beabsichtigten Schutz, der tatsächlich fehlt. /master-sets-debug-Endpunkte können besonders sensible interne Daten preisgeben.","->middleware(['auth:sanctum', 'throttle:60,1']) zu beiden Routengruppen hinzufügen. Den debug-Endpunkt nur in Nicht-Produktionsumgebungen aktivieren.",hoch
124,routing,Querschnitt,hoch,bestätigt,routes/api.php:54-58,GET /api/lead-name-suggestions und /api/lead-lastname-suggestions ohne Authentifizierung,"Beide Endpunkte führen unbeschränkte LIKE-Queries auf der NewLeads-Tabelle aus (customer names, lastnames) und sind für jeden ohne Token erreichbar. Das ermöglicht Customer-Enumeration über die öffentliche API.","->middleware('auth:sanctum') hinzufügen, analog zu den anderen API-Routen in derselben Datei.",hoch
125,routing,Querschnitt,hoch,bestätigt,routes/web.php:666-667,Kollidierende Route-Namen: 'fusion.webhook.ajax' zweimal mit verschiedenen Controllern,"POST /fusion/webhook/ajax ist auf zwei aufeinanderfolgende Zeilen mit demselben Route-Namen, aber verschiedenen Controllern registriert (FusionFormSubmissionController@webhookAjax und FusionWebhookController@handleAjax). Laravel verwendet immer die zuletzt registrierte, sodass der erste Controller-Call nie ausgeführt wird. Dies führt zu stillschweigendem Funktionsverlust.","Dopplung auflösen: entweder beide Endpunkte mit unterschiedlichen Namen und URIs versehen, oder die Logik in einem einzelnen Controller zusammenführen.",hoch
126,routing,Querschnitt,hoch,nicht bestätigt,routes/web.php:1093-1094 und routes/web.php:3914-3915,Kollidierende Route-Namen: 'appointments.reports.index' und '.store' doppelt belegt,Die Namen appointments.reports.index und appointments.reports.store sind für zwei völlig verschiedene Controller-Klassen (KanbanCustomerPanelController vs. AppointmentReportController) definiert. route('appointments.reports.index') löst immer zur zuletzt registrierten Route auf — die erste Registrierung ist für Blade-Links funktionslos.,"Eine der beiden Routengruppen umbenennen, z.B. kanban.appointments.reports.index für den Kanban-Kontext.",hoch
127,routing,Querschnitt,hoch,nicht bestätigt,routes/web.php:552 und routes/web.php:1441,Kollidierende Route-Namen: 'csv-import.index' für zwei verschiedene Controller,"Der Route-Name csv-import.index ist für admin/products/csv-import (ProductCsvImportController) und admin/products/images/csv-import (ProductImageCsvImportController) identisch vergeben. Beide Prefixe sind unterschiedlich, aber der Kurzname kollidiert.",Routen innerhalb ihrer benannten Prefixe definieren: admin.products.csv-import.index bzw. admin.products.images.csv-import.index.,hoch
128,routing,Querschnitt,hoch,bestätigt,routes/web.php:691 und routes/web.php:703,Kollidierende Route-Namen: 'branch.address.update' für zwei verschiedene Routen,POST /branch_address_update (BranchController@addressUpdate) und POST /branch_address_update (BranchAddressController@update) haben denselben Route-Namen. Die zweite Registrierung überschreibt die erste.,Routen umbenennen: branch.address.update.main und branch.address.update oder in eine einzige Methode konsolidieren.,hoch
129,routing,Querschnitt,hoch,bestätigt,"routes/web.php:684 (branch_destroy), 808 (new_lead_delete), 837 (lead_junk), 1120 (delete_lead_product), 4231 (deal_delete), u.v.m.",GET-Routen für destruktive Aktionen: >73 GET-Routen führen Delete/Destroy/Junk/Activate aus,"Über 73 Routen verwenden HTTP GET für destruktive oder zustandsändernde Aktionen (destroy, delete, junk, unjunk, active, deactive, approve, publish, unpublish). GET-Requests werden vom Browser prefetched, von Proxies gecacht und in Logs gespeichert. Ein einfacher Link-Aufruf oder das Crawlen der App würde Daten löschen oder Status verändern.","Destruktive Aktionen (destroy, delete, junk) auf DELETE umstellen. Zustandsänderungen (active/deactive, publish/unpublish) auf PATCH/POST umstellen. Blade-Templates und JS-Aufrufe entsprechend mit Formularen oder fetch-Requests anpassen.",hoch
130,routing,Querschnitt,hoch,bestätigt,routes/web.php:1935,GET /ticket/kanban/update/{ticket_id}/{stage} ändert Ticket-Status via GET,"Die Route GET ticket/kanban/update/{ticket_id}/{stage} ruft ProblemController@updateStage auf. Eine Statusänderung per GET ist semantisch falsch, CSRF-ungeschützt (GET hat keinen CSRF-Token) und anfällig für Browser-Prefetch oder Cross-Site-Request.",Auf PATCH /ticket/kanban/{ticket_id}/stage umstellen und CSRF-Schutz sicherstellen.,hoch
131,routing,Querschnitt,hoch,bestätigt,routes/web.php:2192-2193,GET /make_admin/{id} und GET /make_limit/{id} sind privilege-escalation-fähige GET-Routen,"Beide Routen ändern User-Privilegien (Admin-Status, Limit-Status) über HTTP GET. Zwar in einer auth-Gruppe, aber ohne CSRF-Token und nicht gegen CSRF-Angriffe via IMG-Tags oder Links gesichert.","Auf POST oder PATCH umstellen und explizit admin-only-Gate hinzufügen: Route::post('/users/{user}/make-admin', ...) mit Gate::authorize('admin').",hoch
